시설ID,시설명,서비스분류코드,서비스분류,자치구코드,자치구명,연령구분코드,연령구분,X좌표값,Y좌표값,우편번호,기본주소,상세주소,연락처,사용료,학기시작시간,학기종료시간,방학시작시간,방학종료시간,토요일운영여부,토요일운영시작시간,토요일운영종료시간,설립일,수정일시
JN200113,참신나는학교 지역아동센터,1003,지역아동센터,11110,종로구,1003,초등학생,127.01335,37.57316,3105,서울특별시 종로구 종로53길 7-10, (창신동),02-744-4048,0,1100,1900,,,N,,,2020.1.28 1:34,2020.3.9 10:52
EP200182,부림지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.92783,37.62571,3343,서울특별시 은평구 연서로37길 51,2층 가호 (불광동),02-387-9661,,1100,2000,,,N,,,2020.1.28 1:34,2020.2.18 15:52
EP200183,광암 지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91706,37.58381,3483,서울특별시 은평구 가좌로7라길 35-4,1층 (응암동),070-4025-0953,0,1100,2000,,,N,,,2020.1.28 1:34,2020.3.12 17:50
GR200164,구로구공립지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.83978,37.48058,8365,서울특별시 구로구 천왕로 32,천왕에이스프라자 306호/307호(천왕동) (천왕동),02-2615-9060,0,1100,1900,,,N,,,2020.1.28 1:34,2020.3.13 11:28
GR200160,구로행복한지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.85365,37.48992,8346,서울특별시 구로구 개봉로15길 42,2층(개봉동) (개봉동),02-2615-9064,0,1000,1900,,,N,,,2020.1.28 1:34,2020.3.9 13:44
GR200162,섬기는지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.85025,37.49393,8339,서울특별시 구로구 개봉로17아길 51-12,(개봉동) (개봉동),070-7806-1414,0,1200,2100,,,N,,,2020.1.28 1:34,2020.3.9 15:12
GR200155,메리워드 지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.84072,37.49969,8253,서울특별시 구로구 고척로 49,210동 상가 3층(오류동) (오류동 동부골든아파트),02-2618-6530,0,1100,2000,,,N,,,2020.1.28 1:34,2020.3.9 15:03
GR200142,구로푸른학교 지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.88843,37.49664,8301,서울특별시 구로구 가마산로23길 27,2층 (구로동) (구로동),02-866-0615,0,1030,2030,,,N,,,2020.1.28 1:34,2020.3.9 13:40
GR200141,한사랑지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.88716,37.4881,8314,서울특별시 구로구 구로동로8길 56,101호 201호(구로동) (구로동),02-858-7988,0,1000,1900,,,Y,1000,1900,2020.1.28 1:34,2020.3.10 10:49
GR200138,지역아동센터평화만들기,1003,지역아동센터,11530,구로구,1003,초등학생,126.83128,37.49749,8249,서울특별시 구로구 오리로20길 32, (궁동),02-2613-9895,0,1100,2000,,,N,,,2020.1.28 1:34,2020.3.10 10:26
GR200136,새솜 지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.89215,37.50235,8296,서울특별시 구로구 새말로16길 70,다솜금호아파트상가 401호 (구로동) (구로동 다솜금호아파트),02-865-8428,0,1000,2000,,,N,,,2020.1.28 1:34,2020.3.9 15:10
GR200137,함사람지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.86135,37.50353,8224,서울특별시 구로구 경서로 82-14,대신상가 303호(고척동) (고척동),02-2681-8114,0,1000,1900,,,N,,,2020.1.28 1:34,2020.3.10 10:57
GR200135,구로지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.88683,37.48514,8374,서울특별시 구로구 도림로 4-3,3층 301호(구로동) (구로동),02-837-4395,0,1000,1900,,,N,,,2020.1.28 1:34,2020.3.9 13:14
GR200133,꿈의학교지역아동센터,1003,지역아동센터,11530,구로구,1003,초등학생,126.85704,37.48955,8333,서울특별시 구로구 개봉로12길 9-30,2층(개봉동) (개봉동),02-2615-9062,0,1100,2100,,,N,,,2020.1.28 1:34,2020.3.9 14:38
GJ200125,새빛지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.07944,37.53728,5054,서울특별시 광진구 아차산로 330,1층 (자양동),02-3436-6852,0,1000,2000,900,1830,Y,1300,1700,2020.1.28 1:34,2020.3.11 11:17
GJ200124,어린이나라지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.08653,37.53966,5042,서울특별시 광진구 자양로22길 58,2층 (구의동),02-446-5642,0,930,2200,930,2200,N,,,2020.1.28 1:34,2020.3.11 11:26
GJ200121,희망샘지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.0903,37.55905,4944,서울특별시 광진구 긴고랑로 137, (중곡동),070-4138-0060,0,1200,2100,1200,2100,N,,,2020.1.28 1:34,2020.3.11 13:24
GJ200123,중곡지역아동센터,1003,지역아동센터,11215,광진구,1003,초등학생,127.09082,37.55579,4951,서울특별시 광진구 자양로53길 69,3층 (중곡동),02-457-7179,,1000,1900,1000,1900,N,,,2020.1.28 1:34,2020.3.11 13:26
GJ200110,해피엘지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.07526,37.53101,5098,서울특별시 광진구 자양번영로 16,2층 (자양동),02-3436-6853,,1100,2000,1000,1900,N,,,2020.1.28 1:34,2020.3.11 13:22
GJ200109,진성지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.08692,37.56722,4940,서울특별시 광진구 용마산로26길 10,2층 (중곡동),02-8791-4694,0,1030,2030,1000,2100,N,,,2020.1.28 1:34,2020.3.11 11:31
GJ200108,꿈나래지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.08876,37.5583,4945,서울특별시 광진구 영화사로 9,3층 (중곡동),02-494-1898,0,1000,1900,1000,1900,N,,,2020.1.28 1:34,2020.3.11 11:14
GJ200106,1318해피존새움터 지역아동센터,1003,지역아동센터,11215,광진구,1004,중학생,127.08392,37.53409,5056,서울특별시 광진구 자양로 71-7,3층 (자양동),02-458-1813,0,1300,2100,1000,1900,N,,,2020.1.28 1:34,2020.4.13 18:01
GJ200107,신양하늘꿈지역아동센터,1003,지역아동센터,11215,광진구,1005,초중생,127.06144,37.53647,5081,서울특별시 광진구 동일로 44-10,2층 (자양동),02-463-4114,0,1100,2000,1100,2000,N,,,2020.1.28 1:34,2020.3.11 11:18
GA200145,새숲공부방,1003,지역아동센터,11620,관악구,1003,초등학생,126.92862,37.46606,8848,서울특별시 관악구 광신길 160,주공아파트 101동 101호/106호 (신림동 신림1단지주공아파트),02-884-3572,0,1200,2100,1100,2000,N,,,2020.1.28 1:34,2020.3.18 10:42
GA200144,행복한지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.92078,37.475,8852,서울특별시 관악구 법원단지13길 22, (신림동),02-6397-8961,0,1000,1900,900,1800,Y,900,1700,2020.1.28 1:34,2020.3.18 15:09
GA200146,우리들의공부방,1003,지역아동센터,11620,관악구,1003,초등학생,126.92109,37.4833,8762,서울특별시 관악구 남부순환로 1535,2층 (신림동),02-884-8093,0,1000,1900,1000,1900,N,,,2020.1.28 1:34,2020.3.18 15:22
GA200142,청솔지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.91486,37.48442,8762,서울특별시 관악구 남부순환로161가길 71,2층 (신림동),02-857-5599,0,1100,2100,1100,2100,Y,900,1700,2020.1.28 1:34,2020.3.18 14:52
GA200143,조원지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.90874,37.48155,8766,서울특별시 관악구 조원중앙로2길 71,1층 (신림동),02-838-9031,0,1100,2000,900,1800,Y,900,1400,2020.1.28 1:34,2020.3.18 14:28
GA200128,드림한누리지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.94715,37.49222,8725,서울특별시 관악구 구암길 106,3층 (봉천동 관악드림타운아파트),02-888-1598,0,1000,1900,1000,1900,N,,,2020.1.28 1:34,2020.3.13 16:02
GA200127,하늘지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.93408,37.47441,8845,서울특별시 관악구 신림로 171,201호 (신림동 금원프라자),02-875-1114,0,1000,1900,1000,1900,N,,,2020.1.28 1:34,2020.3.18 14:56
GA200129,아담스지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.92117,37.46865,8857,서울특별시 관악구 난곡로20길 17,3층 (신림동),02-830-0374,0,1300,2100,1000,2000,N,,,2020.1.28 1:34,2020.3.18 11:26
GA200126,민들레샘물 지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.93716,37.4634,8824,서울특별시 관악구 대학20길 27,103동 105호 (신림동 현대아파트),070-8751-3275,0,1200,2100,1030,2000,Y,1100,1600,2020.1.28 1:34,2020.3.13 16:13
GA200124,열린지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.94575,37.48516,8751,서울특별시 관악구 양녕로 31,관리동 3층 (봉천동 두산아파트),02-3285-3580,0,1200,2100,1000,1900,N,,,2020.1.28 1:34,2020.3.18 14:01
GA200122,섬김의집,1003,지역아동센터,11620,관악구,1003,초등학생,126.93025,37.46638,8848,서울특별시 관악구 원신길 149,1~3층 (신림동),02-871-5425,0,1100,2100,1030,1930,N,,,2020.1.28 1:34,2020.3.18 10:49
GA200109,희망신나는집문화학교,1003,지역아동센터,11620,관악구,1003,초등학생,126.95084,37.48521,8746,서울특별시 관악구 중앙길 75,1~2층 (봉천동),02-876-3518,0,1200,2000,1100,1900,N,,,2020.1.28 1:34,2020.3.18 15:15
GA200105,난향지역아동센터,1003,지역아동센터,11620,관악구,1003,초등학생,126.9161,37.4624,8859,서울특별시 관악구 난향7길 1,2 3층 (신림동),02-830-7023,0,1030,1930,1030,1930,Y,1030,1430,2020.1.28 1:33,2020.3.13 15:36
GS200141,강서누리지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.81149,37.55785,7626,서울특별시 강서구 송정로 32,2층 (공항동),02-2661-7179,0,1000,1900,1000,1900,N,,,2020.1.28 1:33,2020.3.13 11:18
GS200130,소은지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.81681,37.55578,7645,서울특별시 강서구 방화대로6나길 17,2층 (공항동),070-4062-7647,0,1000,1900,,,N,,,2020.1.28 1:33,2020.3.13 13:16
GS200127,방화지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.80666,37.57103,7611,서울특별시 강서구 양천로6길 28,3층 301호 (방화동 도시개발12단지아파트),02-2662-6277,0,1000,2100,1000,2100,N,,,2020.1.28 1:33,2020.3.18 9:50
GS200126,한길지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.86902,37.55059,7561,서울특별시 강서구 공항대로65길 21,상가 1층 (염창동 롯데캐슬아파트),02-3665-8733,0,1000,2100,,,N,,,2020.1.28 1:33,2020.3.12 15:25
GS200123,새하늘지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.83826,37.54021,7717,서울특별시 강서구 화곡로24길 16,1층 (화곡동),02-2608-2538,0,1000,1900,1000,1900,N,,,2020.1.28 1:33,2020.3.17 16:06
GS200124,좋은친구청소년지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.84195,37.53867,7720,서울특별시 강서구 가로공원로 237,2층 (화곡동),02-2065-0369,0,1100,2100,1100,2100,Y,1000,1600,2020.1.28 1:33,2020.3.26 17:19
GS200122,좋은사람들지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.84127,37.54444,7700,서울특별시 강서구 화곡로31길 39,2층 (화곡동),02-2604-5550,0,1000,2000,900,2000,N,,,2020.1.28 1:33,2020.3.18 10:00
GS200109,주함지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.84785,37.5344,7752,서울특별시 강서구 강서로18길 41,화곡등 4층 (화곡동),02-2605-3305,0,1000,1900,1000,1900,Y,1000,1600,2020.1.28 1:33,2020.3.18 16:31
GS200105,솔로몬지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.80952,37.57438,7516,서울특별시 강서구 양천로1길 106,2층 (방화동),02-2664-6954,0,1100,2100,1000,2100,N,,,2020.1.28 1:33,2020.3.12 15:53
GS200104,람원행복한홈스쿨 지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.853,37.55157,7656,서울특별시 강서구 까치산로 160-5,(12층) (화곡동),02-2065-0692,0,1030,1930,1030,1930,N,1030,1930,2020.1.28 1:33,2020.3.13 10:50
GS200102,열린지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.85068,37.54016,7724,서울특별시 강서구 초록마을로22길 8-5,2층 (화곡동),02-2607-7374,0,1200,2100,1000,2100,Y,1000,1600,2020.1.28 1:33,2020.3.12 16:01
GS200101,성광행복한지역아동센터,1003,지역아동센터,11500,강서구,1003,초등학생,126.82205,37.57298,7593,서울특별시 강서구 양천로26길 103,202-3호 (방화동 마곡청구아파트),02-2666-0340,0,1030,2100,1100,2100,N,,,2020.1.28 1:33,2020.3.31 15:00
GB200141,나욧지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.02122,37.64192,1043,서울특별시 강북구 삼각산로 157,(수유동) 23층 (수유동),02-994-1318,0,1000,2200,,,Y,1000,2200,2020.1.28 1:33,2020.2.26 13:25
GB200130,아름다운 땅 지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.03989,37.62884,1224,서울특별시 강북구 오현로 194,3층 (번동),02-986-9090,0,1000,2000,,,N,,,2020.1.28 1:33,2020.2.27 9:58
GB200128,강북구 공립지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.0328407,37.63981509,1060,서울특별시 강북구 도봉로96다길 15, (번동),02-900-1987,0,1000,2100,1000,2100,N,,,2020.1.28 1:33,2021.11.2 15:06
GB200129,희망의집 지역아동센터,1003,지역아동센터,11305,강북구,1005,초중생,127.01829,37.62851,1120,서울특별시 강북구 삼양로 280-1, (미아동),02-981-4422,0,1200,2100,1000,1900,N,,,2020.1.28 1:33,2020.1.31 17:59
GB200125,사랑의지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.02509,37.61515,1208,서울특별시 강북구 삼양로20길 53, (미아동),02-986-5788,0,1030,1930,1030,1930,N,,,2020.1.28 1:33,2021.11.2 15:15
GB200127,동산비젼스쿨지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.03119,37.61635,1216,서울특별시 강북구 오현로 10,3층 (미아동),02-945-5240,0,1030,2000,,,N,,,2020.1.28 1:33,2020.2.26 14:24
GB200121,서라벌아카데미지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.01351,37.65807,1005,서울특별시 강북구 삼양로 617,3층 (우이동),02-998-5621,0,1100,2000,1100,2000,N,,,2020.1.28 1:33,2021.11.2 15:12
GB200110,송천동지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.02282,37.61914,1178,서울특별시 강북구 솔샘로 271, (미아동),02-984-2237,0,1100,2100,,,N,,,2020.1.28 1:33,2020.2.27 9:44
GB200106,삼동지역아동센터,1003,지역아동센터,11305,강북구,1003,초등학생,127.0451,37.6274,1229,서울특별시 강북구 한천로105길 24,201동 212호 (번동 번동2단지주공아파트),02-984-3886,0,1030,1930,1030,1930,N,,,2020.1.28 1:33,2021.11.8 13:42
GB200103,지역아동센터사랑의공부방,1003,지역아동센터,11305,강북구,1003,초등학생,127.04586,37.62553,1230,서울특별시 강북구 한천로105길 33,(번동 유치원상가 3층) (번동),02-987-4988,0,1100,2000,,,N,,,2020.1.28 1:33,2020.3.18 17:35
GD200145,구립함께하는지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.17232,37.55678,5285,서울특별시 강동구 상일로12길 95,102동 4층 구립함께하는지역아동센터 (강일동 푸르내),02-429-6900,0,1000,1900,,,N,,,2020.1.28 1:33,2020.4.1 13:12
GD200143,구립길리청소년지역아동센터,1003,지역아동센터,11740,강동구,1005,초중생,127.14206,37.53732,5351,서울특별시 강동구 양재대로114길 38,2층 (길동),02-483-1318,0,1000,2100,1000,2100,N,,,2020.1.28 1:33,2020.3.16 17:41
GD200129,서울중심지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.12795,37.53557,5384,서울특별시 강동구 천호대로162길 34, (성내동 이안강동),02-488-1067,0,1000,2100,,,N,,,2020.1.28 1:33,2020.2.27 13:30
GD200128,오륜레인보우지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.1325,37.52608,5406,서울특별시 강동구 강동대로53길 73,2층 (성내동),070-7864-5994,0,1000,1900,1000,1900,N,,,2020.1.28 1:33,2020.3.12 11:19
GD200122,길동지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.14274,37.53563,5350,서울특별시 강동구 천호대로187길 30, (길동),02-485-5551,0,1000,1900,,,N,,,2020.1.28 1:33,2020.3.18 17:38
GD200123,제일강동지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.14585,37.54465,5298,서울특별시 강동구 양재대로128길 53,301호 (길동),02-470-7542,,,,,,N,,,2020.1.28 1:33,2021.3.31 9:48
GD200120,암사꿈나무지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.13298,37.54794,5265,서울특별시 강동구 상암로 89, (암사동),02-426-0081,0,1200,2200,1100,2200,Y,1200,1600,2020.1.28 1:33,2020.3.10 18:22
GD200121,나래지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.14535,37.54186,5304,서울특별시 강동구 천중로53길 21,2층 (길동),02-474-2103,0,1030,1930,,,N,,,2020.1.28 1:33,2021.3.31 9:53
GD200118,명성지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.13799,37.5446,5312,서울특별시 강동구 천중로35길 73-7, (천호동),02-474-6940,0,1000,1900,,,N,,,2020.1.28 1:33,2020.3.11 10:20
GD200117,아름다운행복한홈스쿨지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.14488,37.5504,5292,서울특별시 강동구 상암로47길 80-7, (명일동),02-3427-4415,0,1000,1900,,,N,,,2020.1.28 1:33,2020.2.27 13:13
GD200116,들꽃청소년지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.12642,37.54553,5323,서울특별시 강동구 천중로 39, (천호동),02-478-0504,0,1100,2000,,,N,,,2020.1.28 1:33,2020.2.27 13:09
GD200103,구립우등생지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.13962,37.5359,5352,서울특별시 강동구 양재대로 1458,6층 (길동),02-2041-7871,0,830,1800,,,N,,,2020.1.28 1:33,2021.3.31 9:51
GD200101,소리마을지역아동센터,1003,지역아동센터,11740,강동구,1003,초등학생,127.13335,37.54576,5320,서울특별시 강동구 구천면로 287-1, (천호동),02-472-3557,0,1000,1900,,,N,,,2020.1.28 1:33,2020.2.27 11:25
EP200173,풍성한지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.90642,37.59247,3445,서울특별시 은평구 은평터널로7길 2,신성수정아파트 상가동 2층 201호 (신사동 신성수정아파트),02-358-5489,0,900,1900,,,N,,,2020.1.28 1:32,2020.2.20 14:51
EP200172,샘지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91439,37.60803,3413,서울특별시 은평구 연서로11길 7-2, (구산동),02-6205-5237,0,1000,1900,,,N,,,2020.1.28 1:32,2020.3.26 15:06
EP200170,비전스쿨지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91904,37.58489,3481,서울특별시 은평구 가좌로7나길 17,1층 (응암동),02-307-4812,0,1000,1930,,,N,,,2020.1.28 1:32,2020.2.19 13:25
EP200171,맑은지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.92168,37.60634,3404,서울특별시 은평구 진흥로9길 8-17,2층 (역촌동),02-6012-6988,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.20 10:37
EP200168,구립광현청소년 지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91611,37.61832,3332,서울특별시 은평구 연서로27길 31-7,지층(갈현동 501-5 (갈현동),02-358-3004,,1100,2200,,,N,,,2020.1.28 1:32,2020.3.26 14:59
EP200166,푸른꿈나무지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.93291,37.61764,3353,서울특별시 은평구 불광로 121, (불광동),02-389-0554,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.18 14:27
EP200164,동그라미지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91627,37.62433,3318,서울특별시 은평구 갈현로41길 9,2층 (갈현동),02-383-8883,0,1100,2100,,,N,,,2020.1.28 1:32,2020.2.19 9:39
EP200156,갈현지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91692,37.6219,3329,서울특별시 은평구 갈현로 282, (갈현동),02-358-1554,0,1000,2200,,,N,,,2020.1.28 1:32,2020.3.12 17:49
EP200154,소망의집지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.92382,37.60922,3392,서울특별시 은평구 역말로10길 30-1,(대조동 68-5) 3층 (대조동),070-4139-5223,0,1000,1900,,,N,,,2020.1.28 1:32,2020.3.26 15:09
EP200148,진관지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.92013,37.63573,3306,서울특별시 은평구 진관2로 29-12, (진관동),02-389-1083,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.21 9:10
EP200146,비단산지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.90808,37.59372,3444,서울특별시 은평구 은평터널로 164,203호 205호 (신사동 현대1차아파트),070-7716-0688,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.20 13:24
EP200144,그루터기지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91557,37.61499,3335,서울특별시 은평구 연서로21길 19,3층 (갈현동),02-389-4443,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.19 9:43
EP200140,은평지역아동센터 열린학교,1003,지역아동센터,11380,은평구,1003,초등학생,126.93305,37.6013,3383,서울특별시 은평구 은평로 227,3층 (녹번동),02-353-2268,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.18 14:00
EP200138,조은아이들지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.93021,37.61283,3355,서울특별시 은평구 통일로68길 15,2층 (불광동),02-356-1453,0,1000,2030,,,N,,,2020.1.28 1:32,2020.2.18 14:22
EP200136,광현지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91611,37.61832,3332,서울특별시 은평구 연서로27길 31-7,2층 (갈현동),02-385-9320,0,1000,1900,,,N,,,2020.1.28 1:32,2020.2.19 9:48
EP200134,누리사랑지역아동센터,1003,지역아동센터,11380,은평구,1003,초등학생,126.91268,37.5921,3442,서울특별시 은평구 증산로 401-18,(신사동98-29) (신사동),02-308-7982,0,1000,2200,,,N,,,2020.1.28 1:32,2020.2.20 12:59
YS200120,풍성한 지역아동센터,1003,지역아동센터,11170,용산구,1003,초등학생,126.99877,37.52881,4414,서울특별시 용산구 보광로 54,2층 (보광동),02-794-4060,0,1100,2000,1100,2000,N,,,2020.1.28 1:32,2020.3.16 11:11
YS200118,한살림서울생활협동조합 용산지역아동센터,1003,지역아동센터,11170,용산구,1003,초등학생,126.96481,37.5483,4306,서울특별시 용산구 효창원로94길 23,4층 (청파동1가),02-711-8111,0,1000,1900,900,1700,N,,,2020.1.28 1:32,2020.3.31 14:49
YS200117,빛나라공부방(지역아동센터),1003,지역아동센터,11170,용산구,1003,초등학생,126.9752111,37.55098386,4324,서울특별시 용산구 한강대로104길 41, (동자동),02-756-3045,0,1100,2000,1000,2000,N,,,2020.1.28 1:32,2020.3.31 14:44
YS200114,소망을찾는이,1003,지역아동센터,11170,용산구,1003,초등학생,126.97568,37.54701,4335,서울특별시 용산구 두텁바위로1길 70, (후암동),02-3789-1216,0,1100,2030,1000,1900,Y,1000,1400,2020.1.28 1:32,2020.3.16 10:53
YF200136,돌봄누리 지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.90414,37.49418,7429,서울특별시 영등포구 디지털로69가길 2,2층 (대림동,02-842-7179,,,,,,N,,,2020.1.28 1:32,2021.5.27 17:46
YF200132,구립푸르름지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.91709,37.51345,7317,서울특별시 영등포구 영등포로64길 15,유스스퀘어 소통관 1층 (신길동),02-841-0818,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.4 15:29
YF200134,대림2동지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.89808,37.49263,7419,서울특별시 영등포구 대림로23길 27,34층 (대림동),02-6677-0909,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.9 11:01
YF200130,조이드림지역아동센터,1003,지역아동센터,11560,영등포구,1005,초중생,126.89948,37.52923,7220,서울특별시 영등포구 당산로38길 9-3,1층 조이드림지역아동센터 (당산동4가),070-4257-9191,0,1100,2000,1000,1900,N,,,2020.1.28 1:32,2020.3.11 11:49
YF200128,다사랑영등포지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.915,37.50759,7362,서울특별시 영등포구 신길로42길 35,삼성래미안아파트 111동 903호 (신길동 삼성래미안아파트),070-7779-5007,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.5 9:16
YF200126,두날개지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.8963,37.49945,7378,서울특별시 영등포구 가마산로 333,대림동 유현빌딩 (대림동),02-824-3796,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.5 9:19
YF200124,솔로몬지역아동센터,1003,지역아동센터,11560,영등포구,1005,초중생,126.89042,37.54248,7201,서울특별시 영등포구 양평로30가길 19,(양평동6가 동양아파트)  상가2층 204호 (양평동6가),02-2678-7934,0,1000,2200,1000,2200,N,,,2020.1.28 1:32,2020.3.9 17:13
YF200121,한울지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.89963,37.50116,7402,서울특별시 영등포구 가마산로46가길 10,2층 (대림동),070-8621-5023,0,1100,2000,1100,2000,Y,900,1330,2020.1.28 1:32,2020.3.10 17:31
YF200117,한믿음지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.90892,37.49862,7436,서울특별시 영등포구 대방천로12길 5-2,(신길동 한믿음장로교회) (신길동),070-7561-9229,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.5 10:46
YF200112,사르넬리지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.90479,37.49567,7428,서울특별시 영등포구 대림로22길 40, (대림동 지성 유치원),02-846-2094,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.5 9:41
YF200110,푸른공부방지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.89828,37.52361,7265,서울특별시 영등포구 양산로 138-1,(당산동1가) ,02-2672-2572,0,1000,2200,1000,2200,Y,1300,1900,2020.1.28 1:32,2020.3.9 17:24
YF200108,햇살가득지역아동센터,1003,지역아동센터,11560,영등포구,1005,초중생,126.89789,37.50703,7374,서울특별시 영등포구 도신로15라길 2,(도림동 고려빌딩 2층) (도림동),02-831-6595,0,1100,2200,1100,2200,N,,,2020.1.28 1:32,2020.3.9 12:17
YF200101,영등포좋은나무지역아동센터,1003,지역아동센터,11560,영등포구,1003,초등학생,126.89309,37.52441,7263,서울특별시 영등포구 양산로 90-1,(당산동2가 두선빌딩) (당산동2가),02-2679-5649,0,1400,1900,,,N,,,2020.1.28 1:32,2020.3.5 10:10
YC200151,기린청소년지역아동센터,1003,지역아동센터,11470,양천구,1003,초등학생,126.87121,37.54117,7976,서울특별시 양천구 목동중앙본로18길 39,2층 (목동),02-2647-7179,0,1200,2100,,,N,,,2020.1.28 1:32,2020.2.3 16:22
